Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,purchase_cadence_days,est_annual_orders,est_annual_value,tenure_orders,is_high_tenure,lifetime_value_proxy,promo_dependency_score,is_promo_dependent,is_organic_high_value,satisfaction_score,is_at_risk_dissatisfied,customer_value_score,value_tier,category_role
1653,65,Male,Sweater,Clothing,35,New Mexico,M,Orange,Summer,4.0,False,Next Day Air,True,True,1,Bank Transfer,Fortnightly,14,26.071428571428573,912.5,1,False,70,2,True,False,4.0,False,42.3,Silver,Entry-Point Category
1654,31,Male,Belt,Accessories,93,Colorado,L,Silver,Winter,3.0,False,2-Day Shipping,True,True,29,Debit Card,Bi-Weekly,14,26.071428571428573,2424.64,29,False,2790,2,True,False,3.0,False,65.4,Gold,Retention Category
1655,43,Male,Belt,Accessories,25,Indiana,L,Gray,Spring,2.6,False,Store Pickup,True,True,14,Credit Card,Quarterly,90,4.055555555555555,101.39,14,False,375,2,True,False,2.6,False,17.3,Bronze,Retention Category
1656,37,Male,Sweater,Clothing,81,Arizona,L,Gold,Spring,3.2,False,Next Day Air,True,True,4,PayPal,Monthly,30,12.166666666666666,985.5,4,False,405,2,True,False,3.2,False,38.7,Silver,Entry-Point Category
1657,21,Male,Blouse,Clothing,42,Indiana,L,Brown,Spring,2.6,False,2-Day Shipping,True,True,41,PayPal,Every 3 Months,90,4.055555555555555,170.33,41,True,1764,2,True,False,2.6,False,36.9,Silver,Entry-Point Category
1658,69,Male,Skirt,Clothing,36,Indiana,L,Turquoise,Spring,3.2,False,Store Pickup,True,True,4,Debit Card,Bi-Weekly,14,26.071428571428573,938.57,4,False,180,2,True,False,3.2,False,38.0,Silver,Entry-Point Category
1659,32,Male,Jewelry,Accessories,66,Alaska,S,Pink,Spring,4.1,False,Store Pickup,True,True,47,Cash,Weekly,7,52.142857142857146,3441.43,47,True,3168,2,True,False,4.1,False,88.1,Platinum,Retention Category
1660,53,Male,Gloves,Accessories,37,Utah,M,Black,Fall,3.9,False,Next Day Air,True,True,44,Venmo,Annually,365,1.0,37.0,44,True,1665,2,True,False,3.9,False,38.9,Silver,Retention Category
1661,59,Male,T-shirt,Clothing,45,Louisiana,L,Yellow,Winter,4.1,False,Standard,True,True,37,Venmo,Monthly,30,12.166666666666666,547.5,37,False,1710,2,True,False,4.1,False,59.6,Gold,Entry-Point Category
1662,64,Male,Gloves,Accessories,86,Iowa,S,Beige,Summer,2.7,False,2-Day Shipping,True,True,21,Debit Card,Quarterly,90,4.055555555555555,348.78,21,False,1892,2,True,False,2.7,False,33.9,Silver,Retention Category
1663,63,Male,Sunglasses,Accessories,24,New Mexico,M,Olive,Winter,4.6,False,Free Shipping,True,True,46,Debit Card,Fortnightly,14,26.071428571428573,625.71,46,True,1128,2,True,False,4.6,False,70.0,Gold,Retention Category
1664,43,Male,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,False,Standard,True,True,1,Cash,Bi-Weekly,14,26.071428571428573,573.57,1,False,44,2,True,False,3.5,False,33.3,Silver,Entry-Point Category
1665,19,Male,Handbag,Accessories,53,Minnesota,M,Purple,Spring,5.0,False,Next Day Air,True,True,35,PayPal,Weekly,7,52.142857142857146,2763.57,35,False,1908,2,True,False,5.0,False,86.9,Platinum,Retention Category
1666,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,False,Next Day Air,True,True,49,Venmo,Monthly,30,12.166666666666666,498.83,49,True,2050,2,True,False,3.4,False,60.3,Gold,Entry-Point Category
1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,False,Store Pickup,True,True,47,PayPal,Annually,365,1.0,64.0,47,True,3072,2,True,False,3.1,False,36.7,Silver,Entry-Point Category
1668,51,Male,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,False,2-Day Shipping,True,True,24,Bank Transfer,Every 3 Months,90,4.055555555555555,162.22,24,False,1000,2,True,False,3.4,False,32.7,Silver,Retention Category
1669,66,Male,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4.0,False,Standard,True,True,28,Debit Card,Fortnightly,14,26.071428571428573,860.36,28,False,957,2,True,False,4.0,False,57.9,Gold,Entry-Point Category
1670,42,Male,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,False,Store Pickup,True,True,22,Bank Transfer,Quarterly,90,4.055555555555555,239.28,22,False,1357,2,True,False,2.7,False,28.9,Bronze,Entry-Point Category
1671,22,Male,Pants,Clothing,73,Utah,L,Cyan,Fall,3.6,False,Free Shipping,True,True,20,Cash,Weekly,7,52.142857142857146,3806.43,20,False,1533,2,True,False,3.6,False,68.2,Gold,Entry-Point Category
1672,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4.0,False,Free Shipping,True,True,25,Bank Transfer,Weekly,7,52.142857142857146,1147.14,25,False,572,2,True,False,4.0,False,60.1,Gold,Entry-Point Category
1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,False,Free Shipping,True,True,15,Venmo,Quarterly,90,4.055555555555555,296.06,15,False,1168,2,True,False,3.8,False,36.4,Silver,Entry-Point Category
1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,False,Next Day Air,True,True,49,Venmo,Bi-Weekly,14,26.071428571428573,1616.43,49,True,3100,2,True,False,3.4,False,73.6,Gold,Entry-Point Category
1675,35,Male,Coat,Outerwear,56,Alaska,M,Peach,Winter,3.2,False,Free Shipping,True,True,10,Debit Card,Fortnightly,14,26.071428571428573,1460.0,10,False,616,2,True,False,3.2,False,47.3,Silver,Entry-Point Category
1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,False,Next Day Air,True,True,21,Credit Card,Annually,365,1.0,90.0,21,False,1980,2,True,False,4.7,False,36.8,Silver,Entry-Point Category
1677,27,Male,Sunglasses,Accessories,44,West Virginia,M,Cyan,Winter,3.1,False,Next Day Air,True,True,34,Bank Transfer,Weekly,7,52.142857142857146,2294.29,34,False,1540,2,True,False,3.1,False,68.1,Gold,Retention Category
1678,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,False,Next Day Air,False,False,41,Debit Card,Weekly,7,52.142857142857146,1825.0,41,True,1470,0,False,False,3.3,False,70.0,Gold,Entry-Point Category
1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,False,2-Day Shipping,False,False,30,Venmo,Fortnightly,14,26.071428571428573,1851.07,30,False,2201,0,False,True,4.8,False,75.8,Gold,Entry-Point Category
1680,60,Male,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,False,Next Day Air,False,False,24,Debit Card,Bi-Weekly,14,26.071428571428573,1355.71,24,False,1300,0,False,False,4.5,False,65.5,Gold,Entry-Point Category
1681,61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,False,Store Pickup,False,False,6,Credit Card,Annually,365,1.0,37.0,6,False,259,0,False,False,3.4,False,12.4,Bronze,Entry-Point Category
1682,24,Male,Sneakers,Footwear,95,Virginia,L,Green,Winter,3.7,False,2-Day Shipping,False,False,14,Credit Card,Bi-Weekly,14,26.071428571428573,2476.79,14,False,1425,0,False,True,3.7,False,62.4,Gold,Entry-Point Category
1683,65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,False,2-Day Shipping,False,False,37,Credit Card,Bi-Weekly,14,26.071428571428573,2528.93,37,False,3686,0,False,True,4.9,False,86.4,Platinum,Entry-Point Category
1684,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,False,Next Day Air,False,False,37,Venmo,Quarterly,90,4.055555555555555,231.17,37,False,2166,0,False,False,3.5,False,44.0,Silver,Entry-Point Category
1685,30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,False,Standard,False,False,28,PayPal,Weekly,7,52.142857142857146,4849.29,28,False,2697,0,False,True,4.6,False,82.9,Platinum,Entry-Point Category
1686,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,False,Standard,False,False,43,PayPal,Bi-Weekly,14,26.071428571428573,1251.43,43,True,2112,0,False,False,4.6,False,76.8,Gold,Entry-Point Category
1687,22,Male,Gloves,Accessories,75,Illinois,L,Red,Fall,4.2,False,Store Pickup,False,False,25,Cash,Annually,365,1.0,75.0,25,False,1950,0,False,True,4.2,False,33.5,Silver,Retention Category
1688,67,Male,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,False,Free Shipping,False,False,4,PayPal,Annually,365,1.0,70.0,4,False,350,0,False,True,3.7,False,16.3,Bronze,Entry-Point Category
1689,28,Male,Handbag,Accessories,26,Mississippi,S,Peach,Winter,3.0,False,Next Day Air,False,False,13,Venmo,Fortnightly,14,26.071428571428573,677.86,13,False,364,0,False,False,3.0,False,38.1,Silver,Retention Category
1690,32,Male,Shirt,Clothing,73,North Carolina,L,Turquoise,Winter,4.6,False,Store Pickup,False,False,32,Bank Transfer,Monthly,30,12.166666666666666,888.17,32,False,2409,0,False,True,4.6,False,65.6,Gold,Entry-Point Category
1691,40,Male,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,False,Free Shipping,False,False,1,Cash,Annually,365,1.0,30.0,1,False,60,0,False,False,3.2,False,6.8,Bronze,Entry-Point Category
1692,64,Male,Shoes,Footwear,61,Connecticut,L,Blue,Summer,3.5,False,Next Day Air,False,False,4,Cash,Annually,365,1.0,61.0,4,False,305,0,False,True,3.5,False,14.0,Bronze,Entry-Point Category
1693,56,Male,Handbag,Accessories,75,Utah,M,Beige,Winter,2.6,False,Standard,False,False,33,Cash,Bi-Weekly,14,26.071428571428573,1955.36,33,False,2550,0,False,True,2.6,False,60.7,Gold,Retention Category
1694,63,Male,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,False,Standard,False,False,45,Bank Transfer,Fortnightly,14,26.071428571428573,2294.29,45,True,4048,0,False,True,4.9,False,88.9,Platinum,Entry-Point Category
1695,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,False,Express,False,False,20,Debit Card,Fortnightly,14,26.071428571428573,1746.79,20,False,1407,0,False,True,2.7,False,51.7,Silver,Entry-Point Category
1696,54,Male,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,False,2-Day Shipping,False,False,1,PayPal,Fortnightly,14,26.071428571428573,2476.79,1,False,190,0,False,True,4.7,False,62.8,Gold,Retention Category
1697,31,Male,Sunglasses,Accessories,69,West Virginia,S,Turquoise,Spring,4.0,False,Free Shipping,False,False,7,Credit Card,Bi-Weekly,14,26.071428571428573,1798.93,7,False,552,0,False,True,4.0,False,55.4,Gold,Retention Category
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,False,Next Day Air,False,False,48,Credit Card,Every 3 Months,90,4.055555555555555,352.83,48,True,4263,0,False,True,3.5,False,56.8,Gold,Entry-Point Category
1699,25,Male,Belt,Accessories,41,Iowa,XL,Turquoise,Winter,4.8,False,Standard,False,False,46,Bank Transfer,Quarterly,90,4.055555555555555,166.28,46,True,1927,0,False,False,4.8,False,57.3,Gold,Retention Category
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4.0,False,Free Shipping,False,False,34,Debit Card,Annually,365,1.0,67.0,34,False,2345,0,False,True,4.0,False,36.8,Silver,Entry-Point Category
1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,False,Express,False,False,36,Bank Transfer,Monthly,30,12.166666666666666,851.67,36,False,2590,0,False,True,4.1,False,63.5,Gold,Entry-Point Category
1702,69,Male,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,False,Next Day Air,False,False,44,Debit Card,Every 3 Months,90,4.055555555555555,166.28,44,True,1845,0,False,False,3.8,False,48.0,Silver,Retention Category
1703,54,Male,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5.0,False,Express,False,False,48,Bank Transfer,Weekly,7,52.142857142857146,4327.86,48,True,4067,0,False,True,5.0,False,97.0,Platinum,Entry-Point Category
1704,39,Male,Backpack,Accessories,22,California,M,Black,Spring,4.0,False,Next Day Air,False,False,12,Bank Transfer,Annually,365,1.0,22.0,12,False,286,0,False,False,4.0,False,19.3,Bronze,Retention Category
1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,False,Store Pickup,False,False,19,Cash,Every 3 Months,90,4.055555555555555,81.11,19,False,400,0,False,False,3.9,False,27.8,Bronze,Entry-Point Category
1706,39,Male,Jewelry,Accessories,29,South Dakota,L,Cyan,Summer,3.4,False,2-Day Shipping,False,False,49,Venmo,Bi-Weekly,14,26.071428571428573,756.07,49,True,1450,0,False,False,3.4,False,64.1,Gold,Retention Category
1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3.0,False,Standard,False,False,25,Venmo,Fortnightly,14,26.071428571428573,2268.21,25,False,2262,0,False,True,3.0,False,61.5,Gold,Retention Category
1708,25,Male,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,False,2-Day Shipping,False,False,25,Cash,Bi-Weekly,14,26.071428571428573,2111.79,25,False,2106,0,False,True,4.9,False,75.5,Gold,Entry-Point Category
1709,35,Male,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,False,Express,False,False,1,Credit Card,Quarterly,90,4.055555555555555,235.22,1,False,116,0,False,False,3.2,False,20.0,Bronze,Entry-Point Category
1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,False,Standard,False,False,19,Bank Transfer,Annually,365,1.0,83.0,19,False,1660,0,False,True,3.8,False,27.2,Bronze,Entry-Point Category
1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,False,Store Pickup,False,False,7,Credit Card,Quarterly,90,4.055555555555555,239.28,7,False,472,0,False,False,3.8,False,28.9,Bronze,Entry-Point Category
1712,21,Male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,False,Express,False,False,19,Credit Card,Monthly,30,12.166666666666666,1131.5,19,False,1860,0,False,True,4.7,False,61.6,Gold,Entry-Point Category
1713,65,Male,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,False,2-Day Shipping,False,False,9,Cash,Fortnightly,14,26.071428571428573,2268.21,9,False,870,0,False,True,3.8,False,58.3,Gold,Entry-Point Category
1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,False,Free Shipping,False,False,37,PayPal,Quarterly,90,4.055555555555555,89.22,37,False,836,0,False,False,4.6,False,45.5,Silver,Entry-Point Category
1715,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,False,Standard,False,False,15,Cash,Monthly,30,12.166666666666666,863.83,15,False,1136,0,False,True,4.4,False,53.4,Silver,Entry-Point Category
1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,False,2-Day Shipping,False,False,30,PayPal,Bi-Weekly,14,26.071428571428573,1798.93,30,False,2139,0,False,True,3.4,False,64.0,Gold,Entry-Point Category
1717,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,False,Standard,False,False,30,Cash,Every 3 Months,90,4.055555555555555,190.61,30,False,1457,0,False,False,4.7,False,48.0,Silver,Entry-Point Category
1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,False,Express,False,False,16,Debit Card,Bi-Weekly,14,26.071428571428573,1303.57,16,False,850,0,False,False,2.9,False,47.2,Silver,Entry-Point Category
1719,54,Male,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,False,2-Day Shipping,False,False,14,PayPal,Every 3 Months,90,4.055555555555555,389.33,14,False,1440,0,False,True,3.4,False,37.4,Silver,Entry-Point Category
1720,45,Male,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,False,Free Shipping,False,False,8,Venmo,Quarterly,90,4.055555555555555,158.17,8,False,351,0,False,False,3.2,False,21.4,Bronze,Entry-Point Category
1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,False,Express,False,False,40,Debit Card,Bi-Weekly,14,26.071428571428573,2190.0,40,True,3444,0,False,True,2.8,False,68.2,Gold,Entry-Point Category
1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,False,Free Shipping,False,False,24,Credit Card,Monthly,30,12.166666666666666,340.67,24,False,700,0,False,False,4.3,False,48.4,Silver,Retention Category
1723,46,Male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,False,Standard,False,False,14,Cash,Fortnightly,14,26.071428571428573,1329.64,14,False,765,0,False,False,3.3,False,49.5,Silver,Entry-Point Category
1724,70,Male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,False,Standard,False,False,39,PayPal,Annually,365,1.0,20.0,39,True,800,0,False,False,3.3,False,29.5,Bronze,Retention Category
1725,42,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,False,Free Shipping,False,False,21,PayPal,Weekly,7,52.142857142857146,3754.29,21,False,1584,0,False,True,3.3,False,66.3,Gold,Entry-Point Category
1726,45,Male,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3.0,False,Next Day Air,False,False,32,Venmo,Quarterly,90,4.055555555555555,133.83,32,False,1089,0,False,False,3.0,False,33.0,Silver,Retention Category
1727,57,Male,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,False,Express,False,False,45,Debit Card,Weekly,7,52.142857142857146,1460.0,45,True,1288,0,False,False,2.8,False,65.0,Gold,Entry-Point Category
1728,49,Male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4.0,False,Express,False,False,19,PayPal,Monthly,30,12.166666666666666,644.83,19,False,1060,0,False,False,4.0,False,49.3,Silver,Entry-Point Category
1729,23,Male,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,False,Express,False,False,1,Debit Card,Every 3 Months,90,4.055555555555555,194.67,1,False,96,0,False,False,4.3,False,27.6,Bronze,Entry-Point Category
1730,47,Male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,False,Store Pickup,False,False,12,Venmo,Fortnightly,14,26.071428571428573,547.5,12,False,273,0,False,False,3.8,False,41.9,Silver,Entry-Point Category
1731,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,False,Free Shipping,False,False,26,Credit Card,Weekly,7,52.142857142857146,1147.14,26,False,594,0,False,False,4.2,False,62.3,Gold,Entry-Point Category
1732,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,False,Next Day Air,False,False,12,Cash,Monthly,30,12.166666666666666,1058.5,12,False,1131,0,False,True,3.1,False,43.6,Silver,Retention Category
1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,False,Free Shipping,False,False,36,Cash,Every 3 Months,90,4.055555555555555,202.78,36,False,1850,0,False,False,2.6,False,35.1,Silver,Retention Category
1734,67,Male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,False,Express,False,False,22,Credit Card,Annually,365,1.0,85.0,22,False,1955,0,False,True,3.4,False,26.1,Bronze,Entry-Point Category
1735,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,False,Next Day Air,False,False,16,PayPal,Quarterly,90,4.055555555555555,397.44,16,False,1666,0,False,True,3.1,False,36.7,Silver,Entry-Point Category
1736,58,Male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,False,Express,False,False,31,Venmo,Annually,365,1.0,34.0,31,False,1088,0,False,False,3.6,False,28.5,Bronze,Entry-Point Category
1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,False,2-Day Shipping,False,False,43,Cash,Quarterly,90,4.055555555555555,247.39,43,True,2684,0,False,True,2.6,False,41.1,Silver,Entry-Point Category
1738,42,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,False,Store Pickup,False,False,50,Venmo,Bi-Weekly,14,26.071428571428573,2555.0,50,True,4998,0,False,True,4.2,False,88.8,Platinum,Retention Category
1739,60,Male,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,False,2-Day Shipping,False,False,37,Credit Card,Weekly,7,52.142857142857146,3180.71,37,False,2318,0,False,True,2.9,False,71.9,Gold,Retention Category
1740,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,False,Express,False,False,23,Cash,Weekly,7,52.142857142857146,5110.0,23,False,2352,0,False,True,4.2,False,77.1,Gold,Retention Category
1741,69,Male,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,False,Next Day Air,False,False,10,Bank Transfer,Every 3 Months,90,4.055555555555555,85.17,10,False,231,0,False,False,3.3,False,18.1,Bronze,Entry-Point Category
1742,41,Male,Pants,Clothing,51,Delaware,XL,Teal,Winter,3.6,False,Next Day Air,False,False,20,Bank Transfer,Monthly,30,12.166666666666666,620.5,20,False,1071,0,False,False,3.6,False,46.1,Silver,Entry-Point Category
1743,51,Male,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,False,Express,False,False,18,Venmo,Every 3 Months,90,4.055555555555555,324.44,18,False,1520,0,False,True,4.3,False,43.8,Silver,Entry-Point Category
1744,23,Male,Skirt,Clothing,72,Missouri,XL,Brown,Winter,3.3,False,Standard,False,False,3,Bank Transfer,Weekly,7,52.142857142857146,3754.29,3,False,288,0,False,True,3.3,False,55.5,Gold,Entry-Point Category
1745,57,Male,Sunglasses,Accessories,63,Michigan,L,Teal,Winter,3.0,False,Standard,False,False,23,PayPal,Weekly,7,52.142857142857146,3285.0,23,False,1512,0,False,True,3.0,False,64.5,Gold,Retention Category
1746,40,Male,Skirt,Clothing,27,West Virginia,L,Red,Winter,3.6,False,Store Pickup,False,False,27,Cash,Weekly,7,52.142857142857146,1407.86,27,False,756,0,False,False,3.6,False,60.4,Gold,Entry-Point Category
1747,65,Male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,False,Store Pickup,False,False,44,Bank Transfer,Fortnightly,14,26.071428571428573,1147.14,44,True,1980,0,False,False,3.1,False,64.0,Gold,Retention Category
1748,61,Male,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,False,Express,False,False,41,Venmo,Quarterly,90,4.055555555555555,93.28,41,True,966,0,False,False,2.9,False,34.6,Silver,Entry-Point Category
1749,34,Male,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,False,2-Day Shipping,False,False,41,Bank Transfer,Annually,365,1.0,93.0,41,True,3906,0,False,True,3.9,False,42.6,Silver,Entry-Point Category
1750,43,Male,Hoodie,Clothing,70,Wyoming,L,Pink,Fall,3.2,False,2-Day Shipping,False,False,36,Debit Card,Every 3 Months,90,4.055555555555555,283.89,36,False,2590,0,False,True,3.2,False,43.6,Silver,Entry-Point Category
1751,31,Male,Sunglasses,Accessories,85,Missouri,M,White,Fall,3.1,False,Express,False,False,38,Venmo,Every 3 Months,90,4.055555555555555,344.72,38,True,3315,0,False,True,3.1,False,47.2,Silver,Retention Category
1752,57,Male,Sweater,Clothing,40,Ohio,M,Silver,Winter,3.2,False,2-Day Shipping,False,False,34,Cash,Annually,365,1.0,40.0,34,False,1400,0,False,False,3.2,False,27.9,Bronze,Entry-Point Category
1753,34,Male,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,False,Store Pickup,False,False,14,Venmo,Quarterly,90,4.055555555555555,117.61,14,False,435,0,False,False,3.3,False,23.6,Bronze,Entry-Point Category
1754,25,Male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,False,Next Day Air,False,False,23,Credit Card,Fortnightly,14,26.071428571428573,703.93,23,False,648,0,False,False,4.8,False,59.0,Gold,Entry-Point Category
1755,66,Male,Dress,Clothing,93,Massachusetts,S,Beige,Fall,3.8,False,2-Day Shipping,False,False,18,Credit Card,Fortnightly,14,26.071428571428573,2424.64,18,False,1767,0,False,True,3.8,False,65.1,Gold,Entry-Point Category
1756,56,Male,Belt,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,False,Next Day Air,False,False,45,Cash,Monthly,30,12.166666666666666,243.33,45,True,920,0,False,False,4.6,False,58.2,Gold,Retention Category
1757,49,Male,Jewelry,Accessories,55,New Hampshire,S,Cyan,Fall,2.8,False,Free Shipping,False,False,14,Bank Transfer,Weekly,7,52.142857142857146,2867.86,14,False,825,0,False,False,2.8,False,56.8,Gold,Retention Category
1758,19,Male,Dress,Clothing,94,Michigan,L,Yellow,Fall,3.6,False,Standard,False,False,48,Debit Card,Annually,365,1.0,94.0,48,True,4606,0,False,True,3.6,False,44.7,Silver,Entry-Point Category
1759,27,Male,Hat,Accessories,56,Pennsylvania,M,Silver,Winter,4.3,False,Free Shipping,False,False,17,Venmo,Bi-Weekly,14,26.071428571428573,1460.0,17,False,1008,0,False,False,4.3,False,60.5,Gold,Retention Category
1760,68,Male,Sweater,Clothing,58,Louisiana,L,Green,Spring,4.0,False,Next Day Air,False,False,1,PayPal,Weekly,7,52.142857142857146,3024.29,1,False,116,0,False,False,4.0,False,59.0,Gold,Entry-Point Category
1761,20,Male,Skirt,Clothing,44,Minnesota,XL,Peach,Spring,3.5,False,Standard,False,False,39,PayPal,Weekly,7,52.142857142857146,2294.29,39,True,1760,0,False,False,3.5,False,74.2,Gold,Entry-Point Category
1762,21,Male,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,False,2-Day Shipping,False,False,24,Cash,Weekly,7,52.142857142857146,4953.57,24,False,2375,0,False,True,4.9,False,83.0,Platinum,Entry-Point Category
1763,36,Male,Sandals,Footwear,42,Idaho,M,Brown,Summer,3.1,False,Express,False,False,41,Bank Transfer,Fortnightly,14,26.071428571428573,1095.0,41,True,1764,0,False,False,3.1,False,61.5,Gold,Entry-Point Category
1764,37,Male,Jewelry,Accessories,93,Vermont,M,Lavender,Winter,3.9,False,Store Pickup,False,False,28,PayPal,Annually,365,1.0,93.0,28,False,2697,0,False,True,3.9,False,34.8,Silver,Retention Category
1765,61,Male,Dress,Clothing,56,Delaware,M,Charcoal,Summer,3.0,False,Store Pickup,False,False,34,Venmo,Quarterly,90,4.055555555555555,227.11,34,False,1960,0,False,False,3.0,False,38.1,Silver,Entry-Point Category
1766,68,Male,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,False,2-Day Shipping,False,False,41,Venmo,Quarterly,90,4.055555555555555,356.89,41,True,3696,0,False,True,4.1,False,57.7,Gold,Entry-Point Category
1767,60,Male,Sweater,Clothing,54,Alaska,S,Cyan,Winter,4.3,False,2-Day Shipping,False,False,27,Cash,Bi-Weekly,14,26.071428571428573,1407.86,27,False,1512,0,False,False,4.3,False,66.3,Gold,Entry-Point Category
1768,69,Male,Jewelry,Accessories,89,Minnesota,L,Lavender,Fall,3.8,False,2-Day Shipping,False,False,46,Debit Card,Fortnightly,14,26.071428571428573,2320.36,46,True,4183,0,False,True,3.8,False,80.9,Platinum,Retention Category
1769,25,Male,Sandals,Footwear,45,Nebraska,M,Indigo,Summer,3.9,False,2-Day Shipping,False,False,2,PayPal,Every 3 Months,90,4.055555555555555,182.5,2,False,135,0,False,False,3.9,False,24.4,Bronze,Entry-Point Category
1770,32,Male,Socks,Clothing,75,Alaska,L,Brown,Winter,4.3,False,Free Shipping,False,False,45,Cash,Monthly,30,12.166666666666666,912.5,45,True,3450,0,False,True,4.3,False,71.1,Gold,Entry-Point Category
1771,53,Male,Backpack,Accessories,22,Michigan,M,Pink,Fall,4.3,False,Express,False,False,34,Bank Transfer,Weekly,7,52.142857142857146,1147.14,34,False,770,0,False,False,4.3,False,68.1,Gold,Retention Category
